14	14	0		1.45	1.45	0
13	13	5.49779		1.35	1.35	0
12	12	5.49779		1.25	1.25	0
11	11	5.49779		1.15	1.15	0
10	10	5.49779		1.05	1.05	0
9	9	5.49779		0.95	0.95	0
9	10	0		0.95	1.05	0
8	9	5.49779		0.85	0.95	0
8	10	0		0.85	1.05	0
7	9	5.49779		0.75	0.95	0
7	10	0		0.75	1.05	0
6	9	5.49779		0.65	0.95	0
6	10	0		0.65	1.05	0
5	9	2.35619		0.55	0.95	0
